 Time, durationA, durationB, comment,,,,,,
오후 4:49:24,164,160,,,,,,,
오후 4:49:24,164,160,,,,,,,
오후 4:49:24,161,154,,,,,,,
오후 4:49:24,161,154,,,,,,,
오후 4:49:24,,,OUT,,,,,,
오후 4:49:24,153,154,,,,,,,
오후 4:49:24,153,154,,,,,,,
오후 4:49:24,153,154,,,,,,,
오후 4:49:24,150,148,,,,,,,
오후 4:49:24,153,153,,,,,,,
오후 4:49:24,153,153,,,,,,,
오후 4:49:24,153,153,,,,,,,
오후 4:49:24,148,149,,,,,,,
오후 4:49:24,150,148,,,,,,,
오후 4:49:24,150,148,,,,,,,
오후 4:49:24,150,148,,,,,,,
오후 4:49:24,148,149,,,,,,,
오후 4:49:24,152,151,,,,,,,
오후 4:49:24,152,151,,,,,,,
오후 4:49:24,152,151,,,,,,,
오후 4:49:24,156,137,,,,,,,
오후 4:49:24,153,154,,,,,,,
오후 4:49:25,153,154,,,,,,,
오후 4:49:25,153,154,,,,,,,
오후 4:49:25,156,127,,,,,,,
오후 4:49:25,156,127,,,,,,,
오후 4:49:25,156,127,,,,,,,
오후 4:49:25,156,127,,,,,,,
오후 4:49:25,126,104,,,,,,,
오후 4:49:25,158,160,,,,,,,
오후 4:49:25,158,160,,,,,,,
오후 4:49:25,158,160,,,,,,,
오후 4:49:25,106,104,,,,,,,
오후 4:49:25,126,104,,,,,,,
오후 4:49:25,126,104,,,,,,,
오후 4:49:25,126,104,,,,,,,
오후 4:49:25,142,96,,,,,,,
오후 4:49:25,142,96,,,,,,,
오후 4:49:25,142,96,,,,,,,
오후 4:49:25,96,92,,,,,,,
오후 4:49:25,96,92,,,,,,,
오후 4:49:25,93,91,,,,,,,
오후 4:49:25,93,91,,,,,,,
오후 4:49:25,92,88,,,,,,,
오후 4:49:25,92,88,,,,,,,
오후 4:49:25,89,87,,,,,,,
오후 4:49:25,89,87,,,,,,,
오후 4:49:25,87,80,,,,,,,
오후 4:49:25,87,80,,,,,,,
오후 4:49:25,83,85,,,,,,,
오후 4:49:25,83,85,,,,,,,
오후 4:49:25,78,77,,,,,,,
오후 4:49:25,78,77,,,,,,,
오후 4:49:25,76,78,,,,,,,
오후 4:49:25,76,78,,,,,,,
오후 4:49:25,77,79,,,,,,,
오후 4:49:25,77,79,,,,,,,
오후 4:49:25,80,80,,,,,,,
오후 4:49:25,80,80,,,,,,,
오후 4:49:25,80,82,,,,,,,
오후 4:49:25,80,82,,,,,,,
오후 4:49:26,82,84,,,,,,,
오후 4:49:26,82,84,,,,,,,
오후 4:49:26,84,87,,,,,,,
오후 4:49:26,84,87,,,,,,,
오후 4:49:26,85,88,,,,,,,
오후 4:49:26,85,88,,,,,,,
오후 4:49:26,87,89,,,,,,,
오후 4:49:26,87,89,,,,,,,
오후 4:49:26,87,89,,,,,,,
오후 4:49:26,87,89,,,,,,,
오후 4:49:26,89,92,,,,,,,
오후 4:49:26,89,92,,,,,,,
오후 4:49:26,93,96,,,,,,,
오후 4:49:26,93,96,,,,,,,
오후 4:49:26,97,98,,,,,,,
오후 4:49:26,97,98,,,,,,,
오후 4:49:26,93,102,,,,,,,
오후 4:49:26,93,102,,,,,,,
오후 4:49:26,100,114,,,,,,,
오후 4:49:26,100,114,,,,,,,
오후 4:49:26,112,122,,,,,,,
오후 4:49:26,112,122,,,,,,,
오후 4:49:26,121,222,,,,,,,
오후 4:49:26,121,222,,,,,,,
오후 4:49:26,125,221,,,,,,,
오후 4:49:26,125,221,,,,,,,
오후 4:49:26,114,222,,,,,,,
오후 4:49:26,114,222,,,,,,,
오후 4:49:26,123,129,,,,,,,
오후 4:49:26,123,129,,,,,,,
오후 4:49:26,127,222,,,,,,,
오후 4:49:26,127,222,,,,,,,
오후 4:49:26,129,136,,,,,,,
오후 4:49:26,129,136,,,,,,,
오후 4:49:26,124,222,,,,,,,
오후 4:49:26,124,222,,,,,,,
오후 4:49:26,223,222,,,,,,,
